Species,Family,Number,Sex,Status,FunFH,MC_H,MCMT,SG,HD,UO,RP,MCP,MCD,MCPD,MCM,FH,FPG,MT_F,TP,MTP,MTD,MTM,CGR,ALW,ALW2
Addax_nasomaculatus,Bovidae,FMNH_137417,female,extant,0.845384259,0.910794405,0.882337901,1.114455942,0.554028614,5.288176911,1.090583762,4.861932939,4.823874755,0.992172211,0.843575419,0.750478469,1.233484693,0.788739211,4.315004809,6.343172235,5.608259249,1.098431585,1.551552582,1.672978878,1.81166348
Addax_nasomaculatus,Bovidae,FMNH_160011,female,extant,0.845959804,0.954154577,0.897212025,1.15527751,0.547015217,5.34275017,1.123613678,5.060436486,5.030876217,0.994158554,0.787046124,0.696948841,1.207719505,0.808908507,4.142729706,6.338993711,5.579296983,1.006444683,NA,NA,1.941605839
Addax_nasomaculatus,Bovidae,FMNH_66888,male,extant,0.854069021,0.959697455,0.905317431,NA,0.560980903,5.135021097,1.098430813,5.280376671,5.535987261,1.048407643,0.863961814,0.668655346,1.2113521,0.828343399,4.407389243,6.559959002,5.861111111,1.175919732,1.498465427,1.667834891,NA
Aepyceros_melampus,Bovidae,USNM_261111,female,extant,0.845701263,1.408050197,0.985700935,1.175680859,0.707059778,5.834071312,1.058023572,7.414411248,8.327674694,1.123174102,0.904558405,0.70517188,1.179801071,1.053875702,5.064728142,8.317139526,8.362641657,1.200152207,1.486997194,1.719450801,2.044668588
Aepyceros_melampus,Bovidae,USNM_163200,male,extant,0.813704964,1.368315783,0.947685789,NA,0.749136327,5.291494942,1.133666275,8.048442907,7.97121316,0.990404387,1.149132948,0.723780146,1.191930012,1.025486755,5.324814211,8.560865016,8.294694153,1.273631841,1.44288,1.704416266,1.778210117
Alcelaphus_buselaphus,Bovidae,USNM_164705,female,extant,0.907807489,1.196638168,1.00809766,NA,0.656127952,5.153813856,1.137095172,6.198148611,6.171898356,0.995764823,0.905770029,0.70646438,1.247476842,0.917662435,4.510422616,7.355582161,6.623989218,1.226724554,1.471789597,1.593723494,1.709869203
Alcelaphus_buselaphus,Bovidae,USNM_163149,female,extant,0.912834205,1.120189406,1.022154446,NA,0.654930876,3.809333333,1.177777778,6.105769231,5.886801659,0.964137595,0.853321829,0.680469716,1.216529594,0.86618478,4.323550063,6.462359704,5.89143998,1.140602582,1.45849002,1.577984702,1.777878513
Alcelaphus_buselaphus,Bovidae,USNM_163133,female,extant,0.918776915,1.114570642,1.029466928,NA,0.607959356,5.254278037,1.088728104,5.825471698,5.637982196,0.967815567,0.808823529,0.70569302,1.271903323,0.861167941,4.268933749,6.624240751,5.798211696,1.061962134,1.481259798,1.593399751,1.811403509
Alces_alces,Cervidae,FMNH_20336,female,extant,NA,0.905522529,0.850719002,1.153872752,0.729587567,5.339821662,1.054121675,5.3578238,5.102050399,0.9522617,0.861296346,0.807153966,1.153043943,0.897942445,NA,6.813122333,5.960024887,1.124771202,1.540071712,1.610779634,1.673076923
Alces_alces,Cervidae,USNM_251053,female,extant,0.850674749,0.912880957,0.853932267,1.044308491,0.720402036,5.786901637,1.061167883,5.547352995,5.271192341,0.950217581,0.834570835,0.80840963,1.130455635,0.923299227,4.568036341,7.101121346,5.738349515,1.077469335,1.55613941,1.591063109,NA
Alces_alces,Cervidae,FMNH_20338,male,extant,0.866011476,0.86382066,0.844383646,1.080032468,0.69113558,5.02175952,1.070836939,5.245909452,5.005001516,0.954076993,0.827371695,0.879058032,1.179302568,0.899305556,4.394178455,6.700188453,5.879284426,1.098113208,1.529949239,1.585670963,NA
Alces_alces,Cervidae,FMNH_20339,male,extant,0.867981791,0.888776003,0.868352483,1.182215743,0.713221802,5.041388392,1.071437446,5.261954887,5.071304348,0.963768116,0.827315156,0.812222551,1.145649966,0.893463704,4.297344667,6.419786522,5.642257071,1.066166622,1.537170696,1.640352522,1.769670959
Alces_alces,Cervidae,USNM_275127,male,extant,NA,NA,NA,1.028331412,0.654263566,5.610976683,1.05262462,NA,NA,NA,NA,0.93244916,1.127045413,NA,4.529042965,NA,NA,NA,1.535534884,1.62992126,1.780780781
Alces_alces,Cervidae,USNM_A14646,unknown,extant,0.869639042,0.878678197,0.860397165,1.135426173,0.735777342,5.283418395,1.041774744,5.521180556,5.095657747,0.922929018,0.801460644,0.862690222,1.138732009,0.906686945,4.313932477,6.830900018,5.651681957,1.108956602,1.545083223,NA,1.863523573
Ammodorcas_clarkei,Bovidae,FMNH_1374,male,extant,0.866871938,1.739766474,1.073096026,1.011446013,0.675044883,6.844700082,1.050085763,10.47938561,11.08896493,1.058169376,1.092155369,0.802094241,1.123163186,1.17624148,5.797572605,9.556962025,9.103240392,1.344011142,1.431475767,NA,1.950668896
Ammodorcas_clarkei,Bovidae,FMNH_1372,male,extant,NA,NA,NA,1.008016032,0.715729202,7.204826199,1.098009188,NA,NA,NA,NA,0.728991597,1.130230659,NA,6.046351537,NA,NA,NA,1.415783274,1.580612757,1.974658869
Ammotragus_lervia,Bovidae,USNM_A49996,female,extant,0.830380656,0.757163872,0.981391092,1.278271405,0.586996578,4.851755266,1.070881226,4.32974428,4.069576218,0.939911448,0.676502146,0.902726355,1.102850539,0.609463605,4.624272974,5.109898675,4.331681533,0.907568238,1.530432872,1.551184622,1.738359202
Ammotragus_lervia,Bovidae,FMNH_52423,male,extant,0.831056394,0.712949102,0.971797114,1.269949676,0.615562226,4.547681084,1.099468489,4.128482972,3.77014419,0.91320328,0.750617284,0.830458835,1.11043398,0.597804304,4.780567686,5.000728863,4.0335097,0.906584131,1.46705314,1.56053068,1.792672773
Ammotragus_lervia,Bovidae,USNM_13069,male,extant,0.838931475,0.754451194,1.008611033,1.248890406,0.584103512,4.499065738,1.048721072,4.497970653,3.949287281,0.878015351,0.712354312,0.902809917,1.080168038,0.602420817,4.800433448,5.054493984,4.331109763,0.829698858,1.529802658,1.572882736,1.894324853
Antidorcas_marsupialis,Bovidae,FMNH_34488,female,extant,0.816939807,1.596302698,0.960872122,1.217354676,0.684091642,5.463695183,1.1348659,8.784946237,9.081658829,1.033775118,1.029895366,0.73389063,1.153862524,1.151706173,5.67018723,9.66215035,8.979285134,1.483924155,1.458475085,1.680851064,1.606681853
Antidorcas_marsupialis,Bovidae,FMNH_34498,male,extant,0.829605432,1.528590661,0.956546801,1.053783383,0.726122707,5.103433195,1.137495616,8.342227378,9.033919598,1.082914573,0.933476395,0.744470908,1.212082805,1.160014402,5.603344171,9.588860544,9.138168558,1.328616352,1.432232232,1.631253223,1.723809524
Antidorcas_marsupialis,Bovidae,USNM_173040,male,extant,0.815621423,1.545950649,0.967577468,1.106403941,0.706369198,5.489073881,1.123298033,8.093995859,8.933729433,1.103747715,0.838421445,0.708284256,1.192508513,1.139617533,5.525080306,9.166061706,9.063257066,1.139669421,1.472166331,NA,1.764578834
Antilocapra_americana,Antilocapridae,FMNH_51438,female,extant,0.843159811,1.174099635,0.951094616,1.141810187,0.74686431,5.132596685,1.126210559,7.076197134,7.559746079,1.068334578,0.818241904,0.800068004,1.090385723,0.994626419,5.522311942,8.473726115,7.599428775,1.013707572,1.535839703,1.718102257,1.887764489
Antilocapra_americana,Antilocapridae,USNM_266542,female,extant,0.851756304,1.178636364,0.961394077,1.110310022,0.700492341,5.410144294,1.089497717,7.322273209,7.53505267,1.029059208,0.904359141,0.869211736,1.179658355,0.987370155,5.276613579,8.49488189,7.632472586,1.022988506,1.481474221,1.612129145,1.802742616
Antilocapra_americana,Antilocapridae,USNM_251104,female,extant,0.862377396,1.209655248,0.972848678,1.177847659,0.695430108,5.689136969,1.118476305,7.560137457,7.628294036,1.009015257,0.929242329,0.836836837,1.131243164,0.993497935,5.36149472,8.788962301,7.715455476,1.054489164,1.471050751,1.704045734,NA
Antilocapra_americana,Antilocapridae,FMNH_60605,male,extant,0.844040794,1.16008897,0.956548319,1.157142857,0.71069869,5.173656352,1.082320778,7.275035765,7.626921635,1.048368954,0.898076923,0.78397809,1.179041916,0.965625284,5.512550095,8.458631663,7.829528719,1.055884287,1.449018487,1.728209934,1.975501114
Antilocapra_americana,Antilocapridae,USNM_A22387,male,extant,0.856611981,1.178980463,0.980437929,1.074249072,0.675641026,5.153032721,1.059994313,7.142857143,7.317073171,1.024390244,0.863908873,0.811657682,1.18167851,0.978483326,5.337829552,8.626258558,7.335273973,1.091309824,1.473102432,1.689140271,1.709385113
Antilocapra_americana,Antilocapridae,FMNH_60471,male,extant,0.862120101,1.21339014,0.980523313,1.135574018,0.667514843,5.317162471,1.136675824,7.424953445,7.96802558,1.073141487,0.948032665,0.803669009,1.112230506,1.022633538,5.396922381,8.836158192,8.198387097,1.012221423,1.484135549,1.660505837,1.769464105
Antilocapra_americana,Antilocapridae,FMNH_74239,unknown,extant,0.851903988,1.176153147,0.970698547,1.194720603,0.682191781,5.000589739,1.127978817,7.05451448,7.407871199,1.050089445,0.961946351,0.837185236,1.140537514,0.948927841,5.100589311,8.238702202,7.388292345,1.116158339,1.484562296,1.816231343,1.630447414
Antilocapra_americana,Antilocapridae,FMNH_57215,unknown,extant,0.84660278,1.202239679,0.980596201,1.107201043,0.686182089,5.17517537,1.10521789,7.319877883,7.402744425,1.011320755,0.924295775,0.785575679,1.139023481,0.95644993,5.423248279,8.623040752,7.622445445,1.122955784,1.469387755,1.666813769,1.794730392
Antilocapra_americana,Antilocapridae,FMNH_57217,unknown,extant,0.852044471,1.186567164,0.982124474,1.185014205,0.67807154,5.140067743,1.204761905,7.629225736,7.908063301,1.036548606,0.955204216,0.799555978,1.14304536,0.956879953,5.446670841,8.315175097,7.802117561,1.173705722,1.443600456,1.728489484,1.624807903
Antilope_cervicapra,Bovidae,USNM_259836,female,extant,0.847147173,1.396255967,1.035167266,1.114821592,0.728927849,NA,1.08853259,7.993595218,8.413932584,1.05258427,0.779494382,0.7178289,1.151627704,0.999889423,5.268345846,8.265539305,7.852800695,1.138573744,1.450919566,1.679012346,1.738943489
Antilope_cervicapra,Bovidae,FMNH_123969,male,extant,0.822145068,1.409716882,1.001290963,1.15797546,0.697910621,5.013794663,1.077425373,7.552808989,7.34377276,0.972323379,0.848641656,0.720381976,1.191673371,1.025562685,5.072232845,7.83352781,7.299746285,1.241354467,1.510161324,1.567679558,1.68677848
Antilope_cervicapra,Bovidae,USNM_124653,male,extant,0.838301983,1.385044723,1.006447587,1.049480249,0.633773245,5.042131633,1.147467037,7.473359073,8.102134784,1.084135622,0.885931559,0.712384852,1.190339021,1.036039433,5.394486912,8.239931448,7.963561077,1.127795527,1.475185024,1.618694362,1.727087576
Antilope_cervicapra,Bovidae,FMNH_104904,male,extant,0.839195815,1.378445758,1.019599579,NA,0.63880856,5.471603703,1.05952,7.655063291,7.77188755,1.015261044,0.874222529,0.697037273,1.162462159,1.020320396,5.068822373,7.833264548,7.588964414,1.203552924,1.52234576,1.577148438,1.683326506
Axis_axis,Cervidae,USNM_A35262,male,extant,0.783186936,0.97022964,0.897312387,1.05356545,0.606067789,4.981546573,1.067047076,5.674281758,6.064742878,1.068812431,0.828333333,0.66749243,1.196451673,0.826838651,4.689309147,6.78640416,6.619202899,1.122215533,1.524506079,1.519966015,1.738658777
Axis_axis,Cervidae,USNM_395635,male,extant,0.777630434,0.988139197,0.923213632,1.004214329,0.592641261,4.656024325,1.146743849,5.912956143,6.073590096,1.027166437,0.900054915,0.765932452,1.1900741,0.797125,4.715333566,6.964324718,6.409045226,1.195307918,1.50924583,1.550517104,1.759486281
Axis_porcinus,Cervidae,FMNH_27448,female,extant,0.738402166,0.862263422,0.848305214,NA,0.666330306,4.566032377,1.108840864,5.333014811,5.603413655,1.050702811,0.875205255,0.740567733,1.135251181,0.761326159,4.540276454,6.206603774,6.125698324,1.084634347,1.567521368,1.691129884,1.812676853
Axis_porcinus,Cervidae,USNM_254922,male,extant,0.747639672,0.803202135,0.853053706,NA,0.666869857,4.730227796,1.160772876,5.497716895,5.408805031,0.983827493,0.858146067,0.673438448,1.19982586,0.721242782,4.701508856,6.724154359,5.858862599,1.1176906,1.540522732,1.57960558,1.785670545
Axis_porcinus,Cervidae,FMNH_25700,male,extant,NA,NA,0.853214391,NA,NA,NA,NA,5.821428571,5.577349398,0.958072289,0.829606785,NA,NA,NA,NA,6.708209693,5.789159198,0.954578755,1.555895505,1.753584705,1.754549393
Axis_porcinus,Cervidae,FMNH_27447,male,extant,NA,0.863430916,0.875855259,1.047372611,0.643856448,4.517479074,1.099619509,5.193224592,5.43175853,1.045931759,0.867820069,NA,NA,NA,4.681230495,6.295293073,5.912010008,0.954545455,1.496736292,1.66195122,1.874737945
Bison_bison,Bovidae,FMNH_44708,female,extant,0.818503247,0.660045163,0.824678187,1.204843592,0.653093187,3.773502039,1.09023534,3.073775879,2.957160923,0.962061334,0.699465842,0.739267315,1.241799792,0.642060572,3.235209924,4.439138943,3.855855856,0.964451827,1.525759162,1.576693651,1.693642922
Bison_bison,Bovidae,FMNH_18849,male,extant,0.816801205,0.58200141,0.781450945,1.208884688,0.624926108,3.539112552,1.085571031,2.668238147,2.642256903,0.990262772,0.623875715,0.703478675,1.280410399,0.602013917,3.361744966,4.423137323,3.689273759,0.921203082,1.541235672,1.463664653,1.825631547
Bison_bison,Bovidae,USNM_249894,male,extant,0.802499432,0.609552808,0.795624247,1.185716756,0.573845406,3.344573881,1.103205128,2.763385388,2.645708183,0.957415565,0.630461923,0.718639522,1.32034746,0.60547872,3.21997554,3.949579832,3.553495007,0.926482009,1.532403454,1.386764706,1.937017995
Bison_bison,Bovidae,USNM_A22375,male,extant,0.814003769,0.611035314,0.819140791,1.091622215,0.597014925,3.369085691,1.065258268,2.679560317,2.820032216,1.052423488,0.700667302,0.753645327,1.289882531,0.587882274,3.247694449,4.131810193,3.850311169,1.091746032,1.540562169,1.471894654,1.853495441
Bison_bison,Bovidae,FMNH_18850,unknown,extant,0.819586222,0.662425845,0.828572706,1.311509591,0.574724638,3.59902903,1.073812182,2.803811829,2.883185565,1.028309224,0.695360537,0.724445646,1.28097748,0.632842999,3.18874141,4.487662989,3.7409699,0.97942933,1.525164578,1.537246531,1.821688094
Bison_bonasus,Bovidae,USNM_310690,female,extant,0.805993045,0.660706202,0.830812393,1.117149304,0.62763238,4.00531419,1.090483235,2.959160029,3.307916464,1.117856565,0.657993562,0.786111925,1.256707897,0.611806264,3.60068137,4.474076769,4.217078189,0.911819887,1.528446602,1.627574611,1.811514196
Bison_bonasus,Bovidae,FMNH_87711,male,extant,0.792273681,0.591051805,0.831227769,1.229183842,0.597843324,3.496674566,1.089807226,2.730092655,2.904013712,1.063705185,0.550991785,0.778688525,1.23997881,0.552695802,3.59003736,3.928525538,3.85666982,0.894310999,1.517857143,1.536701621,1.694078947
Bison_bonasus,Bovidae,FMNH_31704,male,extant,0.814092156,0.670737779,0.898113652,1.25229284,0.558506066,3.126794771,1.115748933,2.964914552,3.14444597,1.06055197,0.660746004,0.794317164,1.234326657,0.572856758,3.110578021,4.219592917,3.796188775,0.886061172,1.455216535,1.455546289,1.912054587
Blastocerus_dichotomus,Cervidae,FMNH_28280,female,extant,0.782492771,1.009698326,0.904855424,1.115291262,0.710898313,6.264859002,1.046821868,6.44302291,6.584068106,1.021891152,0.899616018,0.795564619,1.201685642,0.836432266,4.981852315,7.535264484,6.75282167,1.184311574,1.53361219,1.649515536,1.782808198
Blastocerus_dichotomus,Cervidae,USNM_261018,female,extant,0.7949362,1.066982544,0.910262956,1.125974431,0.762646847,6.07773386,1.06504065,6.617073925,6.608897127,0.998764288,0.922657952,0.753121019,1.149554549,0.886433071,4.731383829,7.430287702,6.86189781,1.123829344,1.500839054,1.585382284,1.881254169
Blastocerus_dichotomus,Cervidae,USNM_261017,male,extant,0.787960528,1.043008842,0.922868263,1.091993186,0.722324913,5.873483536,1.050420168,6.778804505,6.691847206,0.987172178,1.015416238,0.751504936,1.163921035,0.847052947,4.972102686,7.961502347,6.878583018,1.235324145,1.477495108,1.655400928,1.807928913
Bos_javanicus,Bovidae,FMNH_31709,male,extant,0.806454316,0.828322521,0.89807074,1.168764184,0.542478355,3.961063628,1.138396747,4.153159851,4.101321586,0.987518355,0.780006577,0.73984375,1.230528946,0.703918517,3.541955582,5.508080584,4.876519012,1.213907785,1.532620436,1.585234899,1.812627291
Bos_sauveli,Bovidae,USNM_361392,female,extant,0.833438614,0.834793591,0.900928529,1.179634354,0.616078984,4.191433357,1.144277152,3.809798271,3.999243713,1.049725846,0.751837007,0.745711403,1.290217847,0.705914189,3.232226048,5.186216037,4.605335426,1.088213213,1.540240736,1.639892578,1.657873377
Bos_sauveli,Bovidae,USNM_399379,female,extant,0.834396551,0.850380251,0.909486321,1.231536452,0.544381872,4.271175646,1.126452189,4.007282484,4.191220686,1.045900982,0.801526718,0.728738754,1.256407436,0.729039827,3.390070922,4.942175408,4.754135649,1.131688805,1.542496357,1.594515181,1.920467836
Bubalus_bubalis,Bovidae,USNM_152159,male,extant,0.818869459,0.619242772,0.885960194,1.119241706,0.580481151,3.504529074,1.075264702,2.547563805,2.627213272,1.031264955,0.567540574,0.745215965,1.281784387,0.527196415,2.994608162,3.45282318,3.212372559,0.82739726,1.615933148,1.510611993,1.85248953
Bubalus_depressicornis,Bovidae,FMNH_98971,female,extant,0.808576043,0.625471698,0.892893924,1.263277941,0.583492874,3.588427438,1.099547511,3.555520505,3.256573245,0.915920254,0.652249135,0.78626524,1.284555842,0.555687621,3.972847446,4.15366897,3.963265306,0.845391477,1.529050279,1.610169492,1.717181467
Bubalus_depressicornis,Bovidae,USNM_219297,male,extant,0.819043354,0.56888133,0.880370182,1.125078174,0.528874198,3.776643267,1.11301618,2.934899519,2.977886272,1.014646755,0.603648425,0.759178434,1.20547238,0.526391061,3.908894101,3.740234995,3.558308157,0.860954336,1.61909568,1.543557833,NA
Bubalus_mindorensis,Bovidae,FMNH_18817,male,extant,0.834362255,0.49993833,0.879502387,1.020721925,0.562130178,3.678171429,1.144645576,2.737505628,2.360248447,0.862189441,0.537187978,0.844321984,1.293052109,0.449056481,3.288360756,3.152302782,2.935456476,0.744910941,NA,NA,1.713444553
Bubalus_mindorensis,Bovidae,USNM_219050,unknown,extant,NA,NA,NA,1.145704794,0.579045257,3.44978216,1.076909901,NA,NA,NA,NA,0.829787234,1.273625538,0.48851019,3.210391511,3.304730212,2.816082641,0.74878128,1.599385695,1.610375276,1.791217257
Budorcas_taxicolor,Bovidae,FMNH_39509,female,extant,0.868689631,0.366202667,0.898853138,1.191112038,0.644400184,4.432679581,0.996570645,2.175824176,1.986272439,0.912882788,0.487996508,0.93482735,1.067943806,0.369337569,4.105511811,3.140570285,2.516232465,0.616275784,1.515300546,1.400860977,1.595155709
Budorcas_taxicolor,Bovidae,USNM_259079,male,extant,0.86825638,0.377965116,0.929245283,1.10951211,0.66417421,4.122694546,1.016284767,2.165917041,1.904496851,0.879302768,0.44496885,0.959360555,1.067430174,0.371140584,4.014017203,2.938878387,2.349622166,0.633239292,NA,1.453023256,1.971623156
Capra_falconeri,Bovidae,FMNH_134553,male,extant,0.843323834,0.65860243,1.004672527,1.204471691,0.598039216,4.363161332,1.07847769,4.034987277,3.677101449,0.911304348,0.688750556,0.885585897,1.053889869,0.55163827,5.055513308,4.810285714,4.026466837,0.846606093,1.468480814,1.527502254,1.780280944
Capra_sibirica,Bovidae,USNM_A12318,male,extant,NA,NA,0.980971291,1.261350178,NA,NA,NA,3.96953465,3.480187849,0.876724391,0.6275,NA,NA,NA,NA,4.813620072,4.097288136,0.866257669,1.46412508,1.594175669,1.649395509
Capra_sibirica,Bovidae,USNM_267940,male,extant,0.821483631,0.747256729,0.982509868,1.228806907,0.594799293,4.651558074,1.035988357,4.742772668,4.397502284,0.927200731,0.736842105,0.901337188,1.062304688,0.629023973,5.697952564,5.368651809,5.059917355,0.933911883,1.426275613,1.532039711,1.893747603
Capra_sibirica,Bovidae,USNM_062093,male,extant,NA,0.725721154,0.98769875,1.250636132,0.622128975,4.275862069,1.059027778,4.408586449,4.233034212,0.960179473,0.711289603,NA,NA,NA,4.980013324,5.354940434,4.741855414,0.994266055,1.446175891,1.610070745,1.78208299
Capra_sibirica,Bovidae,USNM_257969,male,extant,0.809634261,0.646081418,0.999914281,1.195741758,0.569608939,4.464385867,1.065496787,3.568369532,3.226832642,0.90428769,0.681649676,0.877865207,1.086187215,0.530537996,4.962742462,4.372563718,3.811172819,0.900700935,1.545414069,1.447669665,1.837751856
Capra_sibirica,Bovidae,USNM_015457/A22302,male,extant,NA,NA,NA,1.235227273,0.569738788,4.435636089,1.055448806,NA,NA,NA,NA,0.951893939,1.089161878,NA,5.054330393,NA,NA,NA,NA,NA,1.924947146
Capreolus_capreolus,Cervidae,FMNH_65360,female,extant,0.769630078,0.99891943,0.817588856,1.100654253,0.751304996,5.987451449,1.045153273,7.347739692,7.703645833,1.0484375,0.87677305,0.789834611,1.095812472,0.961162469,5.761273885,9.320453375,8.898671913,1.068161435,1.495601173,1.42147923,1.81474359
Capreolus_capreolus,Cervidae,FMNH_65571,female,extant,0.784746291,1.061887426,0.840006646,1.110649351,0.737107825,NA,1.072033898,7.117785077,7.991570074,1.122760801,0.883061049,0.776035384,1.094588235,1.01120009,5.686325678,8.930267062,8.336565097,1.165820643,1.517198405,1.604898829,1.682687339
Capreolus_capreolus,Cervidae,FMNH_74058,female,extant,NA,NA,NA,1.092555332,0.74219044,5.957446809,1.059983221,NA,NA,NA,NA,0.715658791,1.067036523,0.996231297,5.206591832,9.176683938,8.165514062,0.973493976,1.48808933,1.66237402,1.743979252
Capreolus_capreolus,Cervidae,FMNH_74057,male,extant,0.770755992,1.05757874,0.813354961,1.054634146,0.779003423,6.1003125,1.059800664,7.119261713,7.14631829,1.003800475,0.921182266,0.761386538,1.070266447,1.017998679,5.728180862,9.219840479,8.094091904,1.121869783,1.535274062,1.560555556,NA
Capreolus_capreolus,Cervidae,FMNH_84482,male,extant,0.756092556,0.905748663,0.813667207,1.048600884,0.68627451,6.648148148,1.014054514,6.885162602,6.798795785,0.987456096,0.860580913,0.772627897,1.094401205,0.898220065,6.170156374,8.872136388,7.64600551,1.137840211,1.545597898,1.609090909,1.800733089
Capreolus_capreolus,Cervidae,FMNH_65572,male,extant,0.789138114,1.082212364,0.848194258,1.073752711,0.746920493,6.125786164,1.057813155,7.226469183,7.840850181,1.085018144,0.928308824,0.759556104,1.070175439,1.030275017,5.621565035,9.475026567,8.403393025,1.194545455,1.464595008,1.646551724,1.740359897
Capricornis_crispus,Bovidae,USNM_013829/A20934,male,extant,0.825812489,0.697620748,0.95949214,1.151979566,0.590454196,5.063759132,1.078814815,4.521367521,3.930650155,0.869349845,0.591299949,0.896043445,1.065061259,0.623974347,5.574341352,5.470028938,4.435802883,0.808606294,1.508846585,1.506091846,1.812908497
Capricornis_sumatraensis,Bovidae,FMNH_39515,female,extant,0.821661541,0.69112746,0.958405999,NA,0.604281544,5.186242523,1.016725979,4.371917263,4.453403566,1.018638574,0.685089974,0.885111876,1.079283887,0.620529192,5.328282828,5.40178992,5.038664323,0.959016393,1.557754011,1.623804463,1.559235075
Capricornis_sumatraensis,Bovidae,USNM_152165,female,extant,0.844269731,0.673119753,0.982618482,NA,0.635638791,5.090615467,1.038539967,3.870935961,3.697012468,0.955069395,0.606127722,0.895542795,1.035446906,0.590249843,4.48081571,4.431698531,4.121102809,0.781333333,1.495821252,1.467515924,1.648059905
Capricornis_sumatraensis,Bovidae,USNM_259025,female,extant,0.827840776,0.681943814,0.995243829,1.193379791,0.543588844,4.518490566,1.029726262,4.067667323,3.759608824,0.924266545,0.615412059,0.908251587,1.064078578,0.589759977,5.18875502,4.846804786,4.2093259,0.818140997,1.469928327,1.468910256,1.841229193
Capricornis_sumatraensis,Bovidae,FMNH_36783,female,extant,NA,NA,1.01217782,NA,NA,4.749803922,1.061302682,4.096172249,3.950622981,0.964467005,0.648071883,NA,NA,NA,4.784896317,4.863714779,4.494155154,0.855125285,1.532757052,1.577668309,1.624942049
Capricornis_sumatraensis,Bovidae,FMNH_114389,female,extant,NA,NA,NA,1.243642072,NA,5.087034384,1.006356413,NA,NA,NA,NA,0.879283079,NA,NA,4.989413681,NA,NA,NA,NA,NA,1.606201172
Capricornis_sumatraensis,Bovidae,USNM_258670,male,extant,0.842862498,0.699318604,0.979806747,1.044052863,0.650177375,4.875,1.035266119,4.30671414,3.994810097,0.927577259,0.691889794,0.906957708,1.07235735,0.62447608,4.930756354,5.304788214,4.402190525,0.848643503,1.456606724,1.650734039,1.725218865
Cephalophus_callipygus,Bovidae,FMNH_34287,female,extant,NA,NA,0.888441199,NA,NA,NA,NA,5.547169811,5.850746269,1.054726368,0.818018018,NA,NA,NA,NA,6.696458685,6.36038441,1.062001771,1.515185288,1.707021792,1.839803659
Cephalophus_dorsalis,Bovidae,USNM_270432,male,extant,NA,0.823959719,NA,1.063051702,0.623775601,4.662702703,1.072276717,4.93064241,5.373605948,1.08983891,0.780104712,0.838414634,1.055306428,NA,NA,NA,NA,NA,NA,NA,1.676403207
Cephalophus_dorsalis,Bovidae,FMNH_60544,unknown,extant,NA,0.791178845,NA,1.125189681,0.609756098,4.614668219,1.117546848,5.012148338,5.424913495,1.082352941,0.741242938,0.851126928,1.052598622,NA,4.509731544,NA,NA,NA,1.565957447,1.644727001,1.828673835
Cephalophus_nigrifrons,Bovidae,USNM_270924,male,extant,NA,0.826704048,0.883686084,1.101607348,0.65625,4.608737552,1.103609939,5.086792453,5.53431085,1.08797654,0.75,0.76375,1.045208845,0.674712498,NA,5.558563248,5.905973451,0.955827068,1.534803781,NA,1.787761194
Cephalophus_silvicultor,Bovidae,FMNH_174410,female,extant,0.798935095,0.840225774,0.979287436,1.0375,0.5893186,4.151392962,1.124515772,4.696969697,4.79432398,1.020727041,0.764823119,0.844682048,1.121608369,0.643731656,3.773431133,4.690803544,4.784356497,0.960484721,1.514749263,1.482758621,1.559810127
Cephalophus_silvicultor,Bovidae,USNM_542447,male,extant,0.788308416,0.838479952,0.922869187,1.023949889,0.633084257,4.219609406,1.06901888,5.206614641,5.011087268,0.962446352,0.783957845,0.772819473,1.082707993,0.674755556,4.045925926,5.559135848,5.486808818,0.977599081,1.514791784,1.656928214,1.737402413
Cephalophus_silvicultor,Bovidae,USNM_537289,male,extant,NA,0.847774399,0.94044041,1.086499322,0.633825944,3.993383101,1.092483934,4.794246404,4.887472107,1.01944533,0.767258383,0.766582278,1.071573683,0.653505432,NA,5.602405498,5.06619018,0.915099136,1.495697074,1.570794824,1.607238606
Cervus_duvaucelii,Cervidae,USNM_151606,male,extant,0.811575368,1.017585532,0.983922959,1.061016949,0.658620068,5.204706244,1.091706889,6.518686599,6.375718016,0.978067885,0.85999186,0.718782572,1.231005372,0.75814877,4.963042237,6.740358501,6.67868676,1.087719298,1.457317073,1.55211182,1.809014515
Cervus_elaphus,Cervidae,FMNH_97893,female,extant,0.810971688,0.996048096,0.898104625,1.08725542,0.697282099,5.259031514,1.096370463,6.142597874,6.309454061,1.027163782,1.029599271,0.737297069,1.163387978,0.869278677,4.796491709,7.285280309,6.83065769,1.181818182,1.480738786,1.573445479,1.70116692
Cervus_elaphus,Cervidae,FMNH_34420,male,extant,0.820644767,1.02726252,0.863289801,1.080890052,0.678711119,4.932617958,1.115408739,6,6.26286966,1.04381161,1.023506366,0.759184588,1.195149464,0.960902365,4.398640034,8.045551169,6.988657346,1.117729831,1.537442396,1.51212938,1.943735934
Cervus_elaphus,Cervidae,FMNH_25177,male,extant,0.791775285,0.942564269,0.898529594,1.081081081,0.619453714,4.517191081,1.058337997,5.61119721,5.26349264,0.9380338,0.857536511,0.668680489,1.190740008,0.830931821,4.469350674,6.959412781,5.68435902,1.062556939,1.518417874,1.569330454,1.577731092
